3401,70
3402,70
3404,1
3405,65
3407,55
3425,70
3426,1
3427,65
3428,70
3430,70
3431,1
3432,1
3433,1
3434,70
3435,70
3437,70
3438,70
3439,70
3440,70
3441,70
3442,70
3443,70
3444,70
3446,70
3450,70
3453,70
3455,65
3456,70
3457,70
3459,65
3461,70
3464,70
3465,1
3468,1
3469,70
3470,1
3471,70
3472,70
3474,70
3475,70
3476,70
3477,70
3478,60
3479,70
3480,70
3481,1
3483,65
3484,55
3485,70
3486,70
3487,1
3490,65
3491,1
3492,1
3493,1
3495,60
3496,70
3499,65
3500,65
3501,55
3506,70
3507,65
3511,70
3512,1
3513,70
3514,70
3516,70
3517,70
3518,70
3519,70
3522,65
3525,65
3529,65
3532,70
3533,60
3534,65
3536,70
3537,70
3538,70
3539,70
3540,65
3541,1
3543,65
3544,70
3545,70
3546,1
3547,70
3548,60
3553,70
3554,65
3558,70
3561,70
3563,70
3564,60
3567,65
3569,65
3571,70
3572,70
3574,65
3575,55
3578,70
3579,65
3580,65
3583,60
3584,60
3585,60
3586,55
3587,70
3589,55
3602,65
3603,1
3604,70
3605,60
3606,70
3609,60
3610,65
3611,60
3612,65
3614,70
3615,65
3616,70
3617,60
3620,70
3621,65
3623,55
3624,65
3625,65
3626,1
3627,1
3628,65
3629,55
3631,70
3632,65
3634,60
3635,65
3637,55
3638,65
3639,70
3640,65
3641,55
3642,55
3643,55
3645,55
3718,1
3722,1
3727,55
3738,55
3739,55
3741,55
3744,55
3745,55
3768,1
3769,55
3773,1
3783,1
3791,1
3798,1
3800,1
3801,1
3803,1
4714,65
4717,1
4749,55
4758,55
4765,65
4778,1
4782,1
4786,1
4795,70
4799,70
4898,70
4901,1
4905,1
4919,70
4921,1
4933,70
5001,1
5002,1
5012,1
5014,55
5017,1
5020,55
5700,1
5701,1
5703,1
5704,1
5721,1
5722,1
5723,1
5901,1
5903,1
5904,1
5916,1
5930,1
5936,1
5937,1
5944,1
5945,1
5946,1
5948,1
5952,1
5967,1
5974,1
5981,1
5985,1
5989,1
5995,1
5997,1
6015,1
6018,1
6027,1
10196,1
10282,60
10287,60
10394,55
10508,60
10922,1
11092,70
11501,55
11507,60
11509,55
11511,55
11512,55
11516,55
11517,55
11518,55
11519,55
11521,55
11522,55
11523,55
11524,55
11526,55
11527,55
11528,55
11529,60
11531,55
11533,55
11534,55
11536,55
11538,55
11540,55
11541,55
11546,55
11548,55
11549,55
11551,55
11552,55
11555,55
11557,55
11560,55
11562,55
11563,55
11564,55
11565,55
11567,55
11569,55
11570,55
11571,55
11573,55
11576,55
11577,55
11578,55
11579,55
11580,55
11581,55
11582,55
11583,55
11584,55
11585,55
11591,55
11592,55
11593,55
11594,55
11595,50
11596,55
11597,55
11599,55
11600,55
11601,55
11602,55
11603,55
11604,55
11606,55
11607,55
11609,55
11611,55
11613,55
11614,55
11615,70
11618,55
11619,55
11621,55
11623,55
11624,55
11625,55
11626,55
11631,55
11632,55
11633,55
11634,55
11635,55
11636,55
11639,55
11640,55
11644,55
11645,55
11647,55
11651,55
11657,55
11660,1
11668,60
11669,55
11671,55
11673,55
11676,55
11678,55
11685,55
11691,55
11695,65
11703,55
11707,55
11708,1
11709,55
11712,55
11714,55
11715,55
11716,55
11717,55
11718,55
11719,55
11722,55
11725,55
11726,55
11727,55
11728,55
11729,55
11730,55
11731,55
11736,55
11737,55
11742,55
11743,55
11745,55
11754,55
11756,55
11760,55
11771,60
11788,1
11791,55
11798,55
11800,55
11801,55
11802,55
11803,55
11804,55
11805,55
11806,55
11807,55
11808,55
11809,55
11810,55
11811,55
11812,55
11813,55
11814,55
11815,55
11816,55
11817,55
11819,55
11820,65
11822,55
11823,55
11824,55
11825,55
11826,60
11827,55
11828,70
11829,55
11830,65
11831,1
11832,70
11833,70
11834,70
11835,70
11836,55
11837,70
11838,60
11839,1
11840,65
11841,60
11842,70
11844,70
11845,55
11846,55
11848,55
11850,55
11852,55
11853,55
11855,55
11856,65
11857,55
11858,55
11859,55
11860,55
11861,55
11862,55
11863,55
11864,55
11865,55
11866,55
11867,55
11868,55
11869,55
11870,55
11871,55
11872,55
11873,1
11874,55
11875,55
11876,55
11878,1
11880,55
11881,55
11882,55
11883,55
11884,55
11885,55
11886,1
11887,55
11888,55
11953,70
12015,1
12102,60
12103,60
12104,70
12111,65
12112,65
12113,60
12114,60
12115,65
12119,1
12120,1
12124,55
12125,65
12126,65
12127,60
12128,70
12129,65
12130,65
12131,55
12134,70
12135,65
12136,65
12137,65
12138,70
12139,60
12140,65
12141,65
12143,55
12147,1
12149,60
12150,65
12151,65
12153,55
12155,65
12157,55
12162,70
12163,55
12164,55
12166,55
12168,70
12169,55
12170,70
12173,1
12174,65
12177,70
12178,60
12179,1
12181,55
12182,60
12185,55
12187,70
12188,55
12190,70
12191,60
12194,70
12195,1
12196,55
12197,60
12198,70
12199,60
12200,1
12201,70
12202,55
12203,55
12204,65
12206,55
12207,55
12208,70
12209,60
12210,70
12214,55
12215,65
12216,55
12217,55
12218,55
12219,70
12220,55
12221,1
12222,55
12223,55
12225,55
12226,55
12228,55
12229,55
12230,70
12239,55
12243,55
12245,65
12246,65
12247,65
12248,65
12249,65
12250,65
12253,70
12256,1
12257,65
12258,1
12259,60
12260,60
12261,70
12263,70
12264,65
12267,55
12268,90
12269,1
12270,65
12271,65
12272,60
12273,65
12274,50
12276,65
12277,60
12278,65
12280,70
12282,70
12287,65
12289,65
12292,70
12293,65
12295,60
12297,70
12300,1
12301,60
12302,55
12305,55
12306,1
12307,1
12309,1
12310,60
12311,1
12312,1
12313,1
12314,70
12316,60
12317,60
12318,60
12319,1
12320,1
12321,60
12324,60
12328,1
12330,1
12331,60
12332,1
12333,60
12335,60
12336,60
12338,65
12339,60
12340,60
12341,70
12342,70
12343,60
12344,90
12346,60
12347,60
12349,65
12352,60
12353,60
12355,1
12356,55
12357,60
12359,60
12361,60
12362,60
12363,1
12364,1
12365,1
12366,55
12368,60
12369,1
12370,1
12371,60
12372,1
12373,55
12375,1
12376,60
12377,60
12379,60
12382,60
12383,60
12384,70
12385,60
12386,55
12387,60
12388,55
12389,70
12390,60
12391,60
12392,1
12393,65
12394,1
12395,60
12396,1
12397,60
12398,55
12399,70
12400,60
12401,60
12404,55
12406,60
12407,55
12408,60
12409,55
12410,60
12411,1
12412,60
12413,55
12415,60
12416,65
12417,60
12418,60
12419,60
12420,60
12421,65
12422,55
12423,1
12424,1
12426,1
12428,55
12429,60
12430,55
12431,70
12432,1
12434,55
12435,1
12437,55
12438,1
12441,55
12442,55
12443,60
12444,55
12445,55
12447,55
12448,1
12450,55
12451,55
12454,55
12455,55
12456,55
12458,55
12459,55
12460,55
12461,1
12462,1
12463,55
12464,1
12465,60
12466,55
12467,55
12469,1
12471,55
12472,1
12473,55
12475,1
12477,1
12478,1
12480,1
12481,55
12482,1
12483,1
12484,1
12485,55
12487,55
12488,1
12489,65
12491,1
12493,55
12494,55
12495,55
12496,1
12497,55
12498,55
12499,50
12500,60
12501,60
12503,55
12504,55
12505,55
12507,55
12508,55
12509,55
12510,70
12511,1
12512,55
12513,60
12515,60
12522,70
12523,50
12526,1
12528,70
12531,70
12532,55
12535,1
12536,60
12537,65
12539,1
12541,55
12543,55
12544,70
12545,70
12546,65
12551,60
12556,1
12559,70
12560,60
12563,60
12564,55
12565,70
12566,70
12567,70
12568,65
12571,70
12577,55
12584,55
12586,55
12587,55
12588,1
12589,55
12590,55
12591,55
12594,65
12595,1
12596,55
12597,60
12600,55
12601,50
12602,65
12606,70
12607,55
12612,60
12617,70
12618,1
12619,65
12624,60
12626,55
12627,65
12629,55
12630,55
12631,55
12634,60
12641,55
12643,70
12644,70
12649,65
12654,60
12655,1
12663,1
12672,55
12676,70
12689,70
12697,1
12703,1
12704,60
12726,1
12729,65
12736,65
12745,65
12756,60
12762,65
12766,65
12767,60
12770,70
12777,90
12779,55
12805,70
12806,70
12811,70
12819,70
12824,1
12827,1
12834,70
12838,90
12839,60
12840,55
12843,55
12844,55
12846,55
12847,55
12848,55
12850,55
12852,55
12853,55
12903,55
12904,55
12905,55
12906,55
12908,55
12909,55
12910,55
12915,65
12917,55
12922,55
12923,55
12924,55
12925,1
12926,55
12935,55
13416,1
13420,1
13421,1
13423,1
13424,1
13427,1
13429,1
13440,1
13451,1
13461,1
13465,1
13472,1
13477,1
13479,1
13482,1
13495,1
13497,1
13499,70
13503,1
13504,1
13508,1
13511,1
13512,1
13513,1
13519,1
13524,1
13526,1
13527,1
13533,1
13537,1
13541,65
13545,1
13546,65
13548,65
13550,65
13554,70
13564,1
13565,1
13566,1
13568,1
13599,1
13602,1
13609,1
13613,1
13617,1
13618,1
13621,1
13624,1
13639,1
13642,1
13650,1
13662,1
13663,1
13665,1
13668,1
13669,1
13672,1
13678,1
13689,1
13691,1
13697,1
13699,1
13701,1
13802,1
13808,1
13812,55
13816,1
13822,1
13825,1
13827,1
13828,70
13829,1
13831,1
13832,1
13833,1
13834,1
13837,1
13849,70
13853,1
13859,1
13862,1
13863,70
13870,1
13885,1
13889,1
13895,1
14135,1
14143,90
14144,1
14149,90
14150,1
14155,70
14164,1
14170,70
14173,65
14177,1
14182,1
14196,1
14218,1
14221,1
14242,1
14250,1
14256,1
14262,90
14276,1
14335,90
14339,70
14340,90
14343,1
14344,1
14348,70
14361,70
14391,90
14448,1
14477,1
15000,55
15002,70
15005,60
15008,1
15011,65
15014,65
15016,1
15019,70
15028,60
15030,1
15034,70
